"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,1138900,13911700,12438300,5865200,6311900
200,6808700,91624400,79376500,31006700,29165400
300,23998900,324230100,275493400,86291700,81034500
400,45472700,764510700,694061100,193693900,182632900
500,89094800,1575731300,1357904200,399467700,317197300
600,148345200,2626122600,2342504300,692330500,653469300
700,224322500,4255333400,3758932900,1065621700,955389900
800,385456800,6381866100,5609585700,1528655200,1349267900
900,491546900,9161126600,8280996900,2755052500,3026172100
1024,904394200,13172853300,11885037400,3570467000,2499350700
754,296221300,5310886000,4914147900,1285477400,1014700700
793,324195300,6247073800,5508700500,1468349700,1214537600
196,6508900,85318800,73902100,29245800,25358600
151,3190500,42321800,34366600,15437800,13026400
232,10497300,160892000,157218200,55982000,40889100
293,19038500,314469800,261387900,85758100,74624000
93,1177000,15200600,10079100,4959000,4975800
397,44580100,740122500,655092500,184477600,167796900
916,567428300,9381205100,8474078900,2342160100,1866153500
995,664963700,11960537000,10851025300,2983892100,2465095800
564,120111300,2221549100,1965127600,561578000,403983900
673,212374600,3787242100,3414271800,1022211300,1160042600
770,378948900,5938293300,5223402800,1697768500,1418857700
372,36864400,710374000,626230100,174813700,165866800
1000,810058800,12765865800,11634876100,3929323800,3226421200
178,5162200,64627400,58146600,22869100,20326700
495,97313900,1590280400,1461294200,527476800,469804700
241,11781100,167875900,163212300,55742000,48449500
213,9831400,111685000,95747000,36435800,31859400
239,13455300,175296200,177634900,58467400,64874900
