"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,1196500,13316000,11515300,5683700,5146100
200,6781900,98171100,85018100,22299900,20718600
300,19611500,329346500,265603400,59458200,52729800
400,45134200,774336800,660233000,102462900,95280000
500,81047500,1553951400,1217016600,188125500,155835400
600,153828400,2683218800,2128323000,280543200,254452200
700,227702900,4189457200,3556132400,388083200,366859800
800,371423300,6471718400,5456740400,564685900,425791700
900,536375300,8812085400,7258567800,732049700,646909100
1024,754305500,13255132800,10803991400,910978700,894909800
543,107503600,1882007100,1479129900,234564400,192955900
50,181600,1479100,1225800,1000200,901200
528,105291700,1785164300,1427559600,206198700,176814900
477,99686400,1281179300,1045632900,145864400,150478100
489,81333700,1432269000,1146801000,158391300,147057900
789,406594400,6077972100,4794663800,533764500,545255700
622,190215000,2967014500,2484893500,288431500,274994900
951,609023200,10558559100,8416666800,682038200,634969400
562,117633200,2210654600,1769727900,254234700,242253200
465,149998500,1244716500,963710700,145833700,143402700
699,255549100,4183109600,3397481700,397284100,360155000
448,61094700,1112503100,859261000,130955300,121578100
458,75169000,1231550600,909309300,153461100,136178600
509,102712400,1558707400,1361230000,192252400,154473100
187,6292700,72739600,59546300,19863500,16487400
280,16816300,262611900,214035500,47381900,43734400
912,530193300,9624816300,7264198700,671886400,662544600
40,107600,813900,735300,765100,579800
484,81120200,1336432200,1080677000,148706400,132659800
767,344754100,5413799100,4345738400,464436200,374212400
