"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,882100,8648500,5354000,2478100,2301100
200,5876000,71202200,44482400,14481600,13505400
300,21298400,264978400,146809600,25472600,24329600
400,40064800,624545500,348257900,47115000,56894200
500,99554600,1221443000,612445900,90574700,71108700
600,128195300,2066824700,1150050800,122906000,106176500
700,203104900,3424935400,1976209800,162831200,154078400
800,341753000,4710441900,2563424400,204503900,199206000
900,594590800,6941322200,4240438600,260677000,261658400
1024,736473500,10433023300,5776647100,377518500,346013900
540,91980300,1498503200,816817600,89359000,90132000
705,246438400,3195787200,1861659700,172144500,150113200
181,4592300,51126800,29628500,9262800,9180900
892,470326400,7246470400,3871312700,326159500,263900000
131,1848900,20084800,11950200,4423900,4226000
1006,673920200,9376749900,5268930800,364140000,335349900
589,123958800,1947516500,1104538800,134916100,109262800
373,35133800,506491700,263608800,48700000,71475200
664,173607000,2855043300,1629345100,141002200,132272700
892,451311100,6872071700,3732473400,275645200,270616700
1000,667330600,9962040800,5246646700,404871600,312745100
278,15499600,191593200,102057800,22807100,20591400
1015,727397000,9660911100,5460880200,418503400,367401300
513,91707800,1290419100,666467000,90932500,74349300
92,719900,8299500,4429700,2367800,2234600
129,1804300,18672700,11422000,4552600,4159300
635,155402500,2414129400,1312731800,133384400,122856400
748,257259700,3880643000,2316944100,176766500,167088900
362,30425400,405713700,242659800,41485000,36956000
885,405372100,6436167200,3649732700,257452100,245933900
