"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,1104000,13014800,12492300,9893600,8166300
200,6396200,92342400,84832800,68824700,70356500
300,21808900,329603200,320100900,270042200,196838500
400,43455600,793095300,703568400,651153100,579172500
500,85846800,1515110100,1425825800,1419910300,1174496200
600,145158600,2566319500,2508741000,2446499300,1983553200
700,534227400,4273375500,3770932900,4321930100,3286950800
800,328239300,6205040900,5871483800,6267139800,4606613000
900,484914100,8676623300,8014248200,8312184800,7176188000
1024,750340400,13062042400,11940033900,12072915700,9329921800
321,24555300,396516300,367617500,313734600,280269700
57,278600,2385200,2213300,2510200,2155700
217,8032800,118779800,110260000,96619900,74469800
577,125012400,2308865500,2153628500,2515188100,1597399400
58,255400,2397600,2423300,2317700,2156900
695,221967300,4343276100,3987167200,5265583300,3628990900
81,632100,7799400,9122700,7614300,5192600
915,612391000,9430546900,9055892400,12985069600,11993077700
819,335936700,6786542800,6094066600,6840526000,5980692100
394,44693300,725158700,682880400,993087900,520497500
977,587680100,11261772800,10519678400,11079884800,8402373700
837,353437400,6945019600,6464393200,7196914900,4326545800
35,66900,567800,517900,559200,503900
743,300911700,4951667800,4824610100,7355617000,3785253700
675,195264500,3750914300,3603436400,4457207100,2758567100
967,657722600,10991770300,10217183000,11110301100,7009868700
487,76086900,1393107800,1289673600,1328424300,1022476700
980,625500600,11363607400,10623053700,10446164400,8589713100
529,102292400,1898994500,1863059100,3194434700,2042659800
862,431636500,8078927700,7321863700,8785114200,6735797900
