"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,1151400,15316700,10701800,5601200,4801500
200,6924500,91029700,87438600,30218600,27271800
300,21815700,435295500,309854800,85295900,76241200
400,49897000,767250600,693341700,205258300,178989600
500,89573900,1550788300,1429706200,398640100,346984800
600,142496100,2653924700,2354778200,634118900,600776900
700,227527000,4279583200,3725489300,1030119700,883808600
800,353015000,6310060900,5616058600,1770660700,1291924100
900,497102500,8931029200,8198990000,2522737700,2172842700
1024,813735400,13033586100,11838057100,3964427800,2702383900
754,308188800,5269867000,4637243200,1334785300,1112024900
793,350273200,6132522400,5456631500,1578174100,1313988300
196,7289600,87592700,74092500,30351000,28045900
151,4460500,42636400,36629500,17931400,14969700
232,10246900,155657300,133760500,46375400,41473100
293,19022200,301245600,272845900,80433900,70460800
93,918200,10538500,9880000,5265500,4182700
397,44656500,770373800,688179600,256168100,165727500
916,573283000,9392509500,8434030900,2116007900,1934439900
995,741978300,12032426200,10937723000,3144971600,2366981500
564,121163200,2285590000,1975817600,505693200,461636700
673,202233000,3751806800,3247431100,1155031200,961286900
770,303017900,5710039100,5404453400,2135305600,1649794600
372,38526000,689003800,555271400,182829700,213818800
1000,1068462100,12693504500,10946920800,2875376500,2202240500
178,5550300,65907000,56672100,23109300,20543400
495,97546800,1534224700,1364134900,349639900,309972800
241,11558400,163864600,148627300,52881100,47108700
213,8263600,110859000,96124600,36781500,33000600
239,11684200,238561200,150133400,49582100,44543400
