"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,1298600,5398100,3009800,1549200,1413900
200,5001700,41152600,17979600,6498100,6361400
300,15941600,146760600,70232800,15998700,15159800
400,38827700,375042700,176054500,32309100,28027100
500,71239400,671768700,298260200,54305800,47004200
600,126126500,1246003000,541714400,72990100,71286900
700,182059300,1985643700,804219300,102293100,98357200
800,290916600,2993874300,1248746600,126303100,148749900
900,482643400,4336890700,1893800300,195014900,166227600
1024,811181500,6470585100,2693208200,221159000,217308700
1003,620939200,5704863500,2445642000,212799700,203275300
531,86148100,800611800,375217000,53357700,57161800
202,5291400,41302500,22221200,7934100,6684400
129,1565700,13808700,5276200,3571300,2516100
202,5188800,44719700,22394400,6903400,6619000
725,222562700,2117550300,910127900,103310300,102204000
380,32476300,291182200,119939300,27764800,26003300
994,665382300,5701940100,2377370400,215831200,209442900
1002,638964000,5691680200,2565214300,228753100,195575400
181,3857800,30525600,13757100,5347600,5100600
743,274015900,2276170700,996470200,114765700,112847700
734,238319600,2459042700,956571600,112981100,109352400
424,48812000,477530100,198768100,37299200,34675300
346,25017000,222661700,99938100,20615500,22547900
320,19024800,199617900,89166700,20031600,22032000
842,504554800,3619448300,1480625000,139189400,133480000
201,5665800,40617900,17730400,6967700,6411300
907,437744700,4244705100,1755838200,194493800,160705900
420,44402000,421170100,192764800,36306400,32388000
645,156137200,1687662700,648299900,82693300,80361500
