"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
20,15500,67000,46300,45600,42600
100,528500,3063300,2029000,1070900,988600
200,3386500,34361000,12104900,4849500,4638700
300,10404200,102185800,42299400,12769600,13314800
400,28358200,226719000,100456000,21460400,24776500
500,50697300,462140900,276557900,34156900,33919200
600,76412800,816787400,349051200,49183800,53083400
700,203972900,1349649100,626566200,68660000,71379100
800,263010500,2186875200,730334100,88549600,91367000
900,280089700,2965749700,1171239500,116944100,138931800
1024,518321300,4474786700,1848903500,198963900,167444000
667,112783800,1250293200,506186300,86267800,71943900
757,183443400,1774523200,680432300,84771400,80553900
302,10412000,95597100,57418400,11836300,11482700
790,204771300,1857984100,773878100,88824100,91879900
76,242100,1654300,940000,715400,572600
497,42761100,435991000,186996400,33003300,34142200
147,1449000,12779300,6614000,3048100,2688200
820,311259300,2178890400,912509800,94519200,101735000
447,33618200,326388600,202162600,25505800,25430100
811,280288400,2172445100,865674700,108549900,92523500
249,5941500,55089700,22020800,7218400,7095700
183,2780900,27214100,11095000,4027600,4089600
369,18647100,210176300,97170400,18509900,18357500
347,15621400,141445800,63054900,14915700,15630900
417,26862000,295997600,113544300,22276100,22324600
465,42245300,398674200,228778400,31014700,30691700
513,50289200,546075500,201844100,35470600,35486400
524,52951600,567935600,270878800,47573100,45957800
264,8711000,74651000,30964300,8773900,8672400
