"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
20,43500,252600,237000,321900,255800
100,1781400,24626400,23571800,22056100,15579600
200,10781700,151671800,170902400,134555600,104860600
300,35234000,486465400,513214900,494315300,364365500
400,120196200,1274925100,1281527700,1392315900,836399500
500,138165500,2474665300,2424312400,2631744600,1699567400
600,260168500,4455838100,4157574900,4336364800,2796091600
700,353516500,6712106300,6502098300,6085554500,4275954600
800,597065400,10276193500,9797650900,9228477800,6304325100
900,760076500,14230512000,13664092300,13258505500,9268743500
1024,1299037100,21439955500,20498909600,18328653400,13210169900
817,579441300,11134634900,10482384700,9775055500,6315952000
899,831507500,14528535300,14044801900,13343240200,8905459900
532,177661500,3209474700,3212505700,3406984300,2036044700
742,437338700,8233438800,8152535900,7425750000,5547641600
46,398100,3109900,3112100,4335300,3605300
825,572301700,10992734400,10434847000,10359714900,6914235000
314,36673900,591946900,561782500,504766900,366748100
765,453960500,8667651600,8184497300,7873828000,5291562000
406,75690200,1377719900,1243533800,1170824100,799303900
986,1135397600,19376413800,18455693000,18077010800,13115618200
739,459920600,8107961100,7718625800,7381807700,4558676000
598,237088500,4240855800,4294145700,4040558300,2631064700
881,750676000,13841186500,13450164500,12273623000,8508965100
169,10369800,105833500,106208600,94688500,71995500
85,1591600,18867400,19457200,20674200,15454500
177,7683200,121073000,106566700,112195300,90107400
239,22505500,296679000,279745900,253646000,237127100
769,528384000,8999448200,8774914800,8105475000,6310204900
270,34445200,391795500,388855900,327274900,222509700
