"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
20,34400,178700,146400,166700,160300
100,2454900,24570600,21446100,13183500,11162300
200,11350600,166624800,173389800,53338600,46318300
300,33794100,597654500,513171700,187621400,127268000
400,80924600,1322772000,1210661900,359846800,315317700
500,138476300,2616670200,2246961900,659516000,573399100
600,283260200,4419322600,4075152300,923451900,802978200
700,358613000,6618052500,6140881800,1636520400,1292075800
800,591448400,10485477800,9981227600,2702959100,2281555400
900,852269800,15003056300,14014630000,3522360800,2721634600
1024,1183356200,21426605500,19743346500,5233452600,3818094200
840,740121500,11742721000,11033087500,2986685800,2347837100
913,865510900,14899093200,14451575800,3910990600,2959162900
375,66549500,1032018800,1001324200,311690800,242636300
165,6619200,90020000,72693200,32379600,36443000
958,1007560400,17507421800,16188413400,4728759400,3320395000
928,948686000,15213324100,15324898100,4343481700,3342051200
681,352324300,6425024400,6115238300,1448901700,1308688100
679,382100500,6518726900,5671964000,1534222800,1200042400
102,2040600,22591800,27598500,9870300,8782900
50,287600,2481100,1985100,1656100,1450800
32,167800,1221400,1052200,1007500,857100
235,19398300,265521900,237212200,91912500,91985800
286,30117600,484645900,446057000,164262600,149314300
847,713113900,11753800800,10757672700,3061846200,2406375700
359,55597100,944413100,853111900,254367200,222996500
331,50441500,693101800,663139500,334703500,179041500
222,18581200,199548200,178330000,91909800,75458100
938,1017416100,16146418300,15290124400,3943659900,3007741700
621,252089800,4652522600,4348046300,1135920400,864227200
