"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,797300,6134700,3119100,1679100,1496600
200,6223000,41801100,17359700,6530900,6272600
300,15887100,142874200,64358000,17928800,15427700
400,42807800,380508200,216737600,33328800,33815000
500,69877000,712724300,301040900,55355600,49725100
600,137082900,1308649800,519315500,69059900,67146400
700,189170000,2110643500,748820200,101186100,95968500
800,322668600,3055750600,1187242000,142556900,139113300
900,538500200,4433191200,1709392100,169255700,157316300
1024,656192200,6544032100,2612451600,215865300,218391200
1003,637243300,6138767400,2614566900,229813000,219328100
531,94385900,833258600,319912700,59204500,55261300
202,5979300,40350400,17964100,6746600,6351200
129,1515200,12999500,5087400,2747300,2631400
202,5499800,47045700,21865800,7847500,7839000
725,283399500,2154547800,945239200,107832300,110524700
380,31835800,357697800,120986700,26079600,25326200
994,557957900,5889615900,2365395800,218473500,193009500
1002,620326700,5452689500,2292770800,219557100,229727500
181,3843500,32243000,13310700,5297100,5104800
743,239669700,2171955200,936744900,107896300,109976600
734,227712400,2278212700,927773500,114570700,112691000
424,43397900,427228400,171969400,40638400,32454300
346,23078800,204412100,90119100,22286600,20405200
320,18356500,162064700,73940700,18473000,18375200
842,408641000,3443647000,1491429100,148341200,140224000
201,5257400,41157200,17107700,6816300,6424300
907,426663900,4180805400,1646244700,183925300,188213900
420,41095000,398367600,152552500,32001600,30924600
645,152911500,1456297500,625512600,80124500,77958700
