"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,951100,12231700,6977400,4807900,3252000
200,7160700,80772500,54869000,14001300,13193200
300,19787200,333838100,192209200,35165000,37714500
400,48356100,705961000,451804800,69585400,63546300
500,80396800,1382133500,918341100,108101000,111880900
600,132296000,2427696500,1659750300,170896800,164188300
700,231431100,3901953000,2629584500,236628500,223929600
800,418658300,5723883900,4225978400,372541800,322248400
900,496271200,8319145200,5870226700,398493300,376510500
1024,734754700,12658550400,8949912700,544826800,528125500
951,712240000,10014073200,6755836100,442864100,425069000
301,19309100,288358900,219344600,36672900,35577000
222,8093900,112742200,71539600,17360600,17305500
470,67198700,1133344700,804164800,90397400,87646400
346,30513500,469038200,302220800,58241800,48522100
517,95571800,1636226700,1080844700,116809800,117399100
337,26785900,473042200,292481500,44659900,45176300
30,45300,304600,200600,202800,191200
745,305059100,4776230100,3220482300,283663000,253380600
704,216942100,4169788500,2844134400,273199800,246801900
461,64588100,1143972800,707370800,93193100,85644300
245,11951900,156469800,106843100,23632100,20384600
496,79348600,1385665200,933851800,106019100,103633500
633,183886000,2889682400,1993768600,192226400,196194800
504,86070600,1385805400,922372000,108610800,104864600
522,90167000,1569679900,1054024200,125721600,123663900
755,270724600,4952795300,3358281700,272345200,264435700
94,846400,9303400,6759200,3036800,3612000
493,75354200,1345048000,887415900,104457800,98318900
666,270242200,3882236000,2625758000,226158600,215428600
