"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,1142700,14812600,13426500,5828300,5299400
200,6891700,100729600,83903400,33221400,28964300
300,22780000,371035100,296391200,87780300,86166000
400,53540500,824480600,779648200,246598700,252591400
500,87275800,1633565700,1448078600,684117100,560482800
600,150778100,2966267200,2543518000,877886000,818642100
700,309211000,4415237800,3921557500,1236159200,1032566800
800,392197800,6633942500,5755467900,1674633100,1485375700
900,487561000,8933615500,7800461400,2171612900,1924395900
1024,867840200,13567845300,11837302100,3705559500,2753757300
754,323684100,5621297700,4844815600,1566829000,1345795100
793,546713200,6462205500,5753441200,2064976900,1596685500
196,6433700,90414300,77842500,29083800,26439600
151,3317500,41123200,32743200,14209000,15230400
232,10208600,153700400,131161100,48978400,42859000
293,22987300,333345300,270790100,77817900,73139300
93,914300,9531000,9015000,4796100,4556300
397,53503900,787070400,701183600,232056600,205602300
916,585125100,9741224000,9051170000,3515926200,2270588200
995,767283100,12440684200,10841780100,2899638000,2563412600
564,126612400,2244297800,1946534800,510551100,456391900
673,209339000,3743410500,3270874100,857682000,748239800
770,300393600,5553744500,5077388600,1474350400,1208505000
372,37216200,616607000,554957000,161126100,148003000
1000,676670200,12159946100,10704912500,3007650100,2497726500
178,5426000,70165500,59137100,26646500,19395900
495,82725700,1515235700,1391814800,421290100,330423800
241,11693400,176074300,143570300,48562900,43949800
213,8079300,121352500,99764200,35540200,33873800
239,12342900,176015900,143472800,48687300,47604400
