"V","Floyd Warshall","Improved Relaxation Floyd Warshall","Improved Selection Floyd Warshall","Johnson","Dijkstra |V| Times"
100,484300,105800,525400,132200,68500
200,4785400,324400,1568800,429700,186700
300,17433500,814800,2865800,1948300,972700
400,31808800,1690400,6826600,3425800,2886500
500,69493900,1730500,2706800,2082800,898200
600,139467000,4476300,4434600,5081400,2079900
700,184226600,3111400,3005500,3890900,1187100
800,266633500,4099400,4322700,8262700,2937000
900,486934700,5462600,5641500,7481500,2633800
1024,650928300,6167900,7522900,9327500,3691700
655,146365000,1872700,2450000,3855900,1128200
682,168579200,3441200,4146700,4707900,1125300
658,135894900,2340600,3048900,3836500,1461000
272,10088000,401700,464500,604700,178200
917,415258300,5788100,6326200,7210400,2734300
799,360774700,3232500,4321400,5365800,1971500
533,75729900,1271700,1657100,2235000,841700
930,478467800,4884000,8935800,7273100,2461500
434,38243600,952700,1188100,1498300,448200
608,115967100,2162100,2514100,3385800,1258400
413,33326100,987700,1146200,1469700,523000
450,44972600,1537900,1472700,2015900,590300
841,318973500,4482800,4749300,7281800,1724400
819,273875300,3076500,4162000,5012700,1718400
164,2219200,181500,225200,255200,95900
840,352269700,3982500,5018200,5920400,2278500
746,260378900,2579300,3436400,4299300,1157500
836,329476400,3781800,4825800,5886400,1955600
643,139611400,2811600,2511800,3288500,953900
64,133800,32200,41600,63800,24700
